Transect 2.4   Atwell Gulch_108,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
2725,96.04,2,1,0.06,8,2,2,3.4,2.8,,"tag 11 WNW, tag 11 WNW",,,,,,,,,96.04,0,0
2726,96.05,2,1,0.06,8,,,,,,"tag 16 W, tag 16",,,,,,,,,96.05,0,0
3529,96.06,2,1,0.06,8,1.5,1.7,2.3,2.1,,tag 3cm N,,,,,,,,,96.06,,
3530,96.07,2,1,0.06,8,1.8,0.9,2.4,1.1,,tag 11cm NW,,,,,,,,,96.07,,
3531,96.08,2,1,0.06,8,,,,,,tag 9.5cm WNW,,,,,,,,,96.08,,
3532,96.09,2,1,0.06,8,1.8,0.9,2.1,0.9,,tag 10cm WNW,,,,,,,,,96.09,,
240,67,2,1,0.2,8.15,8.4,8.7,9.3,8.7,,"tag 15 WNW, ",tag buried in apuntia,,,,,,,,67,0,0
333,67.01,2,1,0.2,8.15,2.3,2.3,3.3,3.1,,"tag 11 W, tag 19 W",tag buried in apuntia,,,,,,,,67.01,0,0
2727,67.02,2,1,0.2,8.15,3,1.4,2.5,1.4,,tag 15cm NW,tag buried in apuntia,,,,,,,,67.02,0,0
2728,67.03,2,1,0.2,8.15,3.6,3,3.2,3.5,,tag 17cm NW,tag buried in apuntia,,,,,,,,67.03,0,0
2729,67.04,2,1,0.2,8.15,2.5,1.1,3.4,1,,tag 16cm W,tag buried in apuntia,,,,,,,,67.04,0,0
2905,67.05,2,1,0.2,8.15,,,,,,"tag 11 W, opuntia",,,,,,,,,67.05,0,0
3534,67.06,2,1,0.2,8.15,4.2,2.4,3.8,3.2,,tag 19 cm NW,tag buried in apuntia,,,,,,,,67.06,,
390,617,2,1,0.22,10.55,,,,,,,,,,,,,,,617,0,0
3700,617.01,2,1,0.22,10.55,2.3,3.2,2.6,4.2,,tag 53cm WSW,,,,,,,,,617.01,,
3990,617.02,2,1,0.22,10.55,,,2.1,2.5,,tag is 68cm NW,,,,,,,,,617.02,,
2712,491,2,1,0.08,11.58,,,,,,tag 10cm N,,,,,,,,,491,0,0
3844,491.01,2,1,0.08,11.58,4,6.5,5.6,5.9,1,tag 54 cm SW,,,,,,,,,491.01,,
3845,491.02,2,1,0.08,11.58,1.6,1.3,2.3,2,,tag 72 WSW,,,,,,,,,491.02,,
2267,1225,2,1,0.4,13.7,5,7.4,5.2,8,1,tag 9.5 W,,,,,,,,,1225,0,0
3701,1225.01,2,1,0.4,13.7,1.6,1.8,2.1,2.2,,tag 14.5 SW,,,,,,,,,1225.01,,
304,605,2,1,0.78,14.1,5,6.5,5.4,6.8,,tag 8 W,,,,,,,,,605,0,0
2906,605.01,2,1,0.78,14.1,,,,,,"tag 5 W, opuntia",,,,,,,,,605.01,0,0
3351,605.02,2,1,0.78,14.1,1.7,4.3,1.7,3.2,,tag 12 W,,,,,,,,,605.02,,
2496,71,2,1,0.76,14.95,5.2,6.8,5.1,7,,tag 13 W,,,,,,,,,71,0,0
241,90,2,1,0.09,15.38,9.1,10.1,10.9,10.5,,tag 6 W,,,,,,,,,90,0,0
3055,90.01,2,1,0.09,15.38,1.7,0.8,2.2,1.7,,"tag 8 W, 8 SW",,,,,,,,,90.01,,
3056,90.02,2,1,0.09,15.38,1.9,1.6,2.1,2.3,,"tag 10 W, 9 WSW",,,,,,,,,90.02,,
3349,90.03,2,1,0.09,15.38,1.4,0.9,1.6,1.1,,tag 12 WNW,,,,,,,,,90.03,,
3350,90.04,2,1,0.09,15.38,1.6,1.5,1.6,1.5,,tag 16 WNW,,,,,,,,,90.04,,
3708,90.05,2,1,0.09,15.38,1.5,1.1,2.2,1.5,,tag 6.5 NNW,,,,,,,,,90.05,,
3709,90.06,2,1,0.09,15.38,1.7,1,1,0.9,,7.5 NNW,,,,,,,,,90.06,,
3710,90.07,2,1,0.09,15.38,1.5,1.3,1,0.9,,9 NNW,,,,,,,,,90.07,,
3711,90.08,2,1,0.09,15.38,1.1,0.9,1,0.8,,11 NW,,,,,,,,,90.08,,
3712,90.09,2,1,0.09,15.38,1.5,1.2,1.3,0.7,,12 NW,,,,,,,,,90.09,,
3713,90.1,2,1,0.09,15.38,1.2,1,1.8,2.2,,12.5 NW,,,,,,,,,90.1,,
3714,90.11,2,1,0.09,15.38,1.2,0.9,1.3,0.8,,12 NW,,,,,,,,,90.11,,
3715,90.12,2,1,0.09,15.38,1,1,0.9,1.4,,12 NW,,,,,,,,,90.12,,
3716,90.13,2,1,0.09,15.38,1.1,0.7,1.3,0.9,,12 NW,,,,,,,,,90.13,,
3717,90.14,2,1,0.09,15.38,1.5,1.8,2,1,,10.5 WNW,,,,,,,,,90.14,,
3718,90.15,2,1,0.09,15.38,1.1,0.8,1.2,1.1,,11.5 W,,,,,,,,,90.15,,
3719,90.16,2,1,0.09,15.38,1.7,0.8,0.7,0.8,,11 W,,,,,,,,,90.16,,
3720,90.17,2,1,0.09,15.38,1.4,0.7,1.5,1.4,,11 W,,,,,,,,,90.17,,
3721,90.18,2,1,0.09,15.38,1,0.7,1.2,0.9,,10.5 W,,,,,,,,,90.18,,
3722,90.19,2,1,0.09,15.38,1.4,1.9,1.2,1.4,,10 W; tag 7cm N,,,,,,,,,90.19,,
3723,90.2,2,1,0.09,15.38,1.6,1.2,1.6,1,,7SW,,,,,,,,,90.2,,
3724,90.21,2,1,0.09,15.38,1.6,0.8,2.2,1.3,,6.5 SW,,,,,,,,,90.21,,
3725,90.22,2,1,0.09,15.38,1.5,0.9,1.8,1,,5.5 SW,,,,,,,,,90.22,,
3726,90.23,2,1,0.09,15.38,1.7,0.8,1.9,1.2,,2.5 SW,,,,,,,,,90.23,,
242,87,2,1,0.18,15.72,3.4,7.2,4.7,6.6,,tag 8 W,,,,,,,,,87,0,0
3702,87.01,2,1,0.18,15.72,1.7,1.1,2.3,1.5,,tag 4.5 WSW,,,,,,,,,87.01,,
3703,87.02,2,1,0.18,15.72,1.9,1.2,1.7,1.5,,tag 12.5 W,,,,,,,,,87.02,,
3704,87.03,2,1,0.18,15.72,1.4,1.1,1.4,1.3,,13 W,,,,,,,,,87.03,,
3705,87.04,2,1,0.18,15.72,1.7,1.1,0.9,1,,13.5 W,,,,,,,,,87.04,,
3706,87.05,2,1,0.18,15.72,1.4,1.1,1.5,1.7,,14 W,,,,,,,,,87.05,,
3846,87.06,2,1,0.18,15.72,1.3,0.7,1.6,1.4,,tag 14 W,,,,,,,,,87.06,,
3847,87.07,2,1,0.18,15.72,0.6,0.5,0.6,0.8,,"tag 20 W, in moss",,,,,,,,,87.07,,
243,49,2,1,0.01,19.51,6.3,7.9,5.6,8.1,,tag 9 W,,,,,,,,,49,0,0
3348,49.01,2,1,0.01,19.51,2.9,2.8,2.5,3.6,,tag 7 NNW,,,,,,,,,49.01,,
244,48,2,1,0.1,19.52,,,,,,"tags seem crossed, but went by dest. From tape (.01 vs .1)",,,,,,,,,48,0,0
2907,533,2,1,0.21,20.55,2.6,3.5,2.7,3.8,,tag 10 NNW,,,,,,,,,533,0,0
2908,533.01,2,1,0.21,20.55,,,0,0,,tag 7 SE,dead spines,,,,,,,,533.01,0,0
3707,533.02,2,1,0.21,22.55,2.5,3.7,2.7,4.3,,"tag 87cm S, in greasewood",,,,,,,,,533.02,,
3849,533.03,2,1,0.21,22.55,2.1,1.3,2.4,1.6,,"tag 96 cm S, in shrub",,,,,,,,,533.03,,
245,414,2,1,0.21,22.95,8.9,9.6,7.2,10,1,tag 10 W,,,,,,,,,414,0,0
3347,414.01,2,1,0.21,22.95,,,,,,tag 7.5 NW,,,,,,,,,414.01,,
3699,414.02,2,1,0.21,22.95,1.5,1.1,1.6,1.4,,tag 11 WSW,,,,,,,,,414.02,,
3993,414.03,2,1,0.21,22.95,,,2,4.1,,tag 77cm SW,,,,,,,,,414.03,,
3994,414.04,2,1,0.21,22.95,,,1.8,4,,tag 73cm WSW,,,,,,,,,414.04,,
374,612,2,1,0.27,23.55,3.9,6.7,3.5,6.9,,tag 17 SW,,,,,,,,,612,0,0
3848,612.02,2,1,0.27,23.55,1.3,0.7,1.5,1,,"tag 13 cm SW, 14 SW",,,,,,,,,612.02,,
246,43,2,1,0.68,25.44,8,7.8,8,8.1,,"in opuntia, tag 10 W",,,,,,,,,43,0,0
3054,43.01,2,1,0.68,25.44,2.3,3.2,3,3.2,,tag 13cm W,,,,,,,,,43.01,,
3356,43.02,2,1,0.68,25.44,,,,,,tag 14.5cm W,,,,,,,,,43.02,,
3357,43.03,2,1,0.68,25.44,,,,,,tag 12.5cm W,,,,,,,,,43.03,,
3358,43.04,2,1,0.68,25.44,2.6,4,0,0,,"tag 85 NNE; buried, measured bud",,,,,,,,,43.04,,
3533,43.05,2,1,0.68,25.44,1.3,0.9,1.5,1.2,,tag 13cm W,,,,,,,,,43.05,,
3991,43.06,2,1,0.68,25.44,,,1.7,2.3,,tag 85cm N,it is a growth bud off of 43.04,,,,,,,,43.06,,
3992,43.07,2,1,0.68,25.44,,,1.1,2.8,1,tag 87cm N,,,,,,,,,43.07,,
347,397,2,1,0.07,32.2,6.3,7,4.4,7.5,1,tag 11.5 SW,,,,,,,,,397,0,0
3727,397.01,2,1,0.07,32.2,1.2,0.6,1,0.8,,tag 13 SW,,,,,,,,,397.01,,
3997,397.02,2,1,0.07,32.2,,,1.1,1.8,,"tag is 95cm WSW,close to 2 catci that are just outside transect",,,,,,,,,397.02,,
247,50,2,1,0.43,33.52,7.5,7.8,6.8,8.8,2,"tag 8 W, S of 56",,,,,,,,,50,0,0
249,61,2,1,0.6,33.52,6.4,7.7,5.7,7,2,tag 7 W,pale,,,,,,,,61,0,0
2723,61.01,2,1,0.6,33.52,3,3.8,3.2,4.8,,"tag 10.5 W, 12 W",,,,,,,,,61.01,0,0
3355,61.02,2,1,0.6,33.52,1.7,1.3,1.4,1.8,,tag 8 WSW,,,,,,,,,61.02,,
3538,61.03,2,1,0.6,33.52,1.8,1.6,2,2,,tag 11cm W,,,,,,,,,61.03,,
248,56,2,1,0.43,33.55,5.5,6.8,6.1,8,,tag 12cm W,,,,,,,,,56,0,0
302,602,2,1,0.94,33.6,5.5,6.7,2.8,7,,tag 6 W,pale,,,,,,,,602,0,0
389,775,2,1,-0.01,33.7,5.2,6.1,6.2,7.3,,tag 7 W,,,,,,,,,775,0,0
303,604,2,1,0.71,33.87,6,6.2,5.1,7.1,,tag 8 W,,,,,,,,,604,0,0
250,412,2,1,0.98,34.02,10.4,11,8.4,11.8,,"farthest from tag, tag 9cm W",,,,,,,,,412,0,0
368,412.01,2,1,0.98,34.02,,,,,,"tag 3 W, between tag and line (2014) adult",,,,,,,,,412.01,0,0
2714,412.02,2,1,0.98,34.02,2.2,3.4,2.6,3.9,,tag 11cm WNW,,,,,,,,,412.02,0,0
3353,412.03,2,1,0.98,34.02,,,2.1,1.8,,tag 15 W,,,,,,,,,412.03,,
3354,412.04,2,1,0.98,34.02,,,2.8,4.7,,tag 20 WSW,,,,,,,,,412.04,,
3728,412.05,2,1,0.98,34.02,1.3,1.9,1.5,2.2,,tag 13 W,,,,,,,,,412.05,,
3729,412.06,2,1,0.98,34.02,1.8,1.2,1.5,1.1,,tag 11 W,,,,,,,,,412.06,,
388,800,2,1,0.6,34.07,4,6.3,3.8,7.3,,"tag 12 WSW, 14 WSW",,,,,,,,,800,0,0
2910,800.01,2,1,0.6,34.07,2.9,1.9,2.3,2.7,,tag 9cm NNW,,,,,,,,,800.01,0,0
3537,127,2,1,0.79,34.55,3.1,4.5,1.7,4.8,,tag 10cm N,pale,,,,,,,,127,,
3995,127.01,2,1,0.79,34.55,,,2.5,3,,tag is 9cm N,,,,,,,,,127.01,,
3996,127.02,2,1,0.79,34.55,,,3.2,3.7,,tag is 13cm N,,,,,,,,,127.02,,
301,603,2,1,0.5,36.95,5.4,6.4,4.7,6.7,,tag 9 WSW,,,,,,,,,603,0,0
3535,129,2,1,37,37.4,3.3,5.4,4,5.8,,"tag 17cm SSE, S",,,,,,,,,129,,
3536,129.01,2,1,37,37.4,2.5,4.1,2.8,4.6,,tag 9.5cm W,,,,,,,,,129.01,,
300,601,2,1,0.76,37.55,4.2,6,4,6.2,,"under rock, tag 8 W",,,,,,,,,601,0,0
252,54,2,1,0.7,37.78,,,,,,tag 9 W,,,,,,,,,54,0,0
251,64,2,1,0.61,37.78,3.8,5,2.8,5.3,,"closest to tag, tag 6cm SSW, 6cm W",touching 84,,,,,,,,64,0,0
298,64.01,2,1,0.61,37.78,2.8,4.6,3.2,5.4,,"east of primary, tag 7cm SW, 8W",below 84,,,,,,,,64.01,0,0
299,64.02,2,1,0,37.78,,,,,,closest to tag,,,,,,,,,64.02,0,0
2909,64.03,2,1,0.61,37.78,,,,,,tag 8 SW,,,,,,,,,64.03,0,0
371,959,2,1,0.92,37.8,,,0,0,,"closest to nail, tag 8cm WSW",DEAD,,,,,,,,959,0,0
372,959.01,2,1,0.96,37.8,,,,,,tag 11cm W,,,,,,,,,959.01,0,0
373,959.02,2,1,0.96,37.8,3.5,5.5,3,6,,tag 9cm NW,,,,,,,,,959.02,0,0
3359,959.03,2,1,0.92,37.8,,,,,,tag13.5 N,,,,,,,,,959.03,,
3850,959.04,2,1,0.92,37.8,2,2.2,2.2,3,,tag 33 cm SSE,,,,,,,,,959.04,,
253,66,2,1,0.74,37.87,3.6,5.8,3.8,6.8,,"farthest S, SE, tag 8.5cm WSW",tag buried in cac,,,,,,,,66,0,0
254,84,2,1,0.67,37.88,2.4,3.8,4.4,4.4,,"S of 80, tag 6.5cm SW, NW",,,,,,,,,84,0,0
2713,84.01,2,1,0.67,37.88,,,,,,tag 4cm SW,,,,,,,,,84.01,0,0
3730,84.02,2,1,0.67,37.88,1.1,0.9,1.4,0.6,,on tag between tags 84 and 80 at base of tag,has mini next to 58,,,,,,,,84.02,,
255,80,2,1,0.7,37.89,3.4,5.6,5.2,6.3,,"touching 84, N of 84, tag 7.5W, tag 8 W",,,,,,,,,80,0,0
256,58,2,1,0.61,37.9,6,6.8,6.8,7,2,"e of tag 10cm, SE?, tag 9cm W, tag 9cm NW",,,,,,,,,58,0,0
297,58.01,2,1,0.61,37.9,4.6,5.4,5.3,5.9,,"e of primary, tag 14cm W",,,,,,,,,58.01,0,0
3731,58.02,2,1,0.61,37.9,2.1,3.2,3,4,,tag 9 SE,,,,,,,,,58.02,,
3732,58.03,2,1,0.61,37.9,1.7,0.7,1.2,0.8,,TAG 4.5 se,1 mini near,,,,,,,,58.03,,
3851,58.04,2,1,0.61,37.9,1.5,0.7,0,0,,tag 15 cm SW,,,,,,,,,58.04,,
296,66.01,2,1,0.74,37.9,2.5,3.3,3.1,4.3,,"closer to tag,  6 W",,,,,,,,,66.01,0,0
332,66.02,2,1,0.74,37.9,4.5,4.8,3.8,4.8,,tag N 6cm,,,,,,,,,66.02,0,0
257,78,2,1,0.92,38.68,,,,,,,,,,,,,,,78,0,0
2711,78.01,2,1,0.92,38.68,0,0,0,0,,"tag 13cm SW, tag 13 W",DEAD,,,,,,,,78.01,0,0
335,380,2,1,0.71,40.77,7.7,8.3,6.5,8.7,1,"tag 9 cm W, tag E, W",,,,,,,,,380,0,0
NEW,,2,1,,,,,,,,,,,,,,,,,,,
NEW,,2,1,,,,,,,,,,,,,,,,,,,
NEW,,2,1,,,,,,,,,,,,,,,,,,,
NEW,,2,1,,,,,,,,,,,,,,,,,,,
NEW,,2,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 2   Pyramid Rock,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
2737,423,3,2,0.38,0.34,2.7,6.6,3.4,6.2,,"tag 10cm N, ",,,,,,,,,423,0,0
258,175,3,2,0.31,0.59,0,0,0,0,,dead,,,,,,,,,175,0,0
259,175.01,3,2,0.31,0.59,0,0,0,0,,dead,,,,,,,,,175.01,0,0
260,57,3,2,0.11,0.63,6,7.1,5.5,8.2,,tag 7cm W,,,,,,,,,57,0,0
261,79,3,2,0.07,0.76,,,,,,,,,,,,,,,79,0,0
337,79.01,3,2,0.07,0.76,6,7.7,5.5,7.4,,"tag 11 cm W, farthest from the tag",,,,,,,,,79.01,0,0
375,79.02,3,2,0.07,0.76,1.3,1.1,0,0,,.02-.05 clkw1 tag 6.5 SW,,,,,,,,,79.02,0,0
376,79.03,3,2,1,0.76,5.3,5.6,3.9,5.6,,".02-.05 clkw, tag 9 W, southern one",,,,,,,,,79.03,0,0
377,79.04,3,2,1,0.76,,,,,,".02-.05 clkw, tag10 SW",,,,,,,,,79.04,0,0
378,79.05,3,2,1,0.76,4.5,6.6,5,6.7,,".02-.05 clkw, tag 5 W, closest to tag",,,,,,,,,79.05,0,0
2911,79.05,3,2,0.07,0.76,,,,,,tag 4 SW,,,,,,,,,79.05,0,0
3057,79.06,3,2,0.07,0.76,0,0,1.2,1.1,,tag 4 cm W,,,,,,,,,79.06,0,0
2738,476,3,2,0.6,0.98,1.7,3.5,2.8,3.7,,tag 9cm N,,,,,,,,,476,0,0
2739,476.01,3,2,0.6,0.98,1.9,2.7,0.8,2.6,,tag 14.5cm NNE,,,,,,,,,476.01,0,0
3852,476.02,3,2,0.6,0.98,2.2,3.6,2.1,4,,tag 48 cm SSE,,,,,,,,,476.02,,
353,239,3,2,1.05,1.85,5.4,8.5,4.7,8.5,,tag 11cm W,,,,,,,,,239,0,0
355,240,3,2,0.89,1.85,,,,,,closest to tag,,,,,,,,,240,0,0
365,240.01,3,2,0.89,1.85,4.6,5.8,3.2,6.6,,"northern nearest to rock, tag 13cm SSW",,,,,,,,,240.01,0,0
357,240.02,3,2,0.89,1.85,3,4.2,2.5,3.6,,"2cm E of .01, tag 16 SSW",,,,,,,,,240.02,0,0
358,240.03,3,2,0.89,1.85,1.4,1.1,0,0,,"2cm S of .02, tag 13.5 SSW",,,,,,,,,240.03,0,0
359,240.04,3,2,0.89,1.85,4.4,4.9,5,4.9,,tag 10 WSW,,,,,,,,,240.04,0,0
360,240.05,3,2,0.89,1.85,4.1,5.5,4,5.3,,tag 9 W,,,,,,,,,240.05,0,0
361,240.06,3,2,0.89,1.85,,,,,,"NE of .04, southern",,,,,,,,,240.06,0,0
362,240.07,3,2,0.89,1.85,,,,,,2cm E/NE,,,,,,,,,240.07,0,0
363,240.08,3,2,0.89,1.85,,,,,,Furthest N,,,,,,,,,240.08,0,0
364,240.09,3,2,1,1.85,,,,,,SE of .8,,,,,,,,,240.09,0,0
356,240.1,3,2,0.89,1.85,,,,,,,,,,,,,,,240.1,0,0
366,240.11,3,2,0.89,1.85,,,,,,,,,,,,,,,240.11,0,0
2912,240.12,3,2,0.89,1.85,,,,,,tag 14.5cm NW,,,,,,,,,240.12,0,0
3095,240.13,3,2,0.89,1.85,2,3.8,2.5,3.7,,tag 26cm SSE,,,,,,,,,240.13,,
3361,240.14,3,2,0.89,1.85,,,,,,tag 14.5cm SW,,,,,,,,,240.14,,
354,246,3,2,0.69,2,,,,,,,,,,,,,,,246,0,0
352,286,3,2,0.65,2.17,,,,,,,,,,,,,,,286,0,0
262,68,3,2,0.3,2.2,4.8,4.9,3,5.4,,"closest to tag, tag 8cm W",,,,,,,,,68,0,0
320,68.01,3,2,0.3,2.2,,,,,,,,,,,,,,,68.01,0,0
2740,646,3,2,0.19,2.47,3,6.5,3.8,6.3,,tag 10cm NNE,,,,,,,,,646,0,0
263,46,3,2,0.59,2.75,0,0,0,0,,tag 10 SW,,,,,,,,,46,0,0
395,46.01,3,2,0.59,2.75,1.7,1,1.2,1.3,,"northern, closer; tag 11 SW",,,,,,,,,46.01,0,0
396,46.02,3,2,0.59,2.75,2,1.2,1.6,1.6,,southern;  tag 11 SW,,,,,,,,,46.02,0,0
3733,46.03,3,2,0.59,2.75,1.8,1.1,1.2,1.3,,east of 46;  tag 11.5 SW,,,,,,,,,46.03,,
321,607,3,2,0.2,2.79,4.9,7.4,5.3,7.9,,tag 8cm W,,,,,,,,,607,0,0
264,94,3,2,0.6,2.85,,,,,,"tag 11cm W, in opuntia",,,,,,,,,94,0,0
339,94.1,3,2,0.6,2.85,,,,,,"S of 0, in opuntia",,,,,,,,,94.1,0,0
265,51,3,2,0.31,4.24,,,,,,,,,,,,,,,51,0,0
3058,51.01,3,2,0.31,4.24,0,0,0,0,,tag 10 W,,,,,,,,,51.01,,
2741,479,3,2,0.75,4.46,3.2,4.4,2.9,5.1,,tag 10cm N,,,,,,,,,479,0,0
266,55,3,2,0.7,4.83,6.5,8.2,7.8,8.6,,tag 9cm W,,,,,,,,,55,0,0
3362,55.01,3,2,0.7,4.83,4.5,6.9,3.9,6.9,,tag 7 S,,,,,,,,,55.01,,
3363,55.02,3,2,0.7,4.83,,,,,,tag 11 WSW,,,,,,,,,55.02,,
3364,55.03,3,2,0.7,4.83,2.7,3.9,2.9,4.8,,tag 16 W; in opuntia,,,,,,,,,55.03,,
267,70,3,2,0.85,5.1,,,,,,tag 9cm W,,,,,,,,,70,0,0
3540,436,3,2,0.19,5.15,3.4,5.7,5.2,6.2,,tag 12cm N,,,,,,,,,436,,
336,10,3,2,0.8,5.3,2.9,4.8,3.7,5.1,,tag and plant in opuntia; tag 7 W,,,,,,,,,10,0,0
3539,10.01,3,2,0.8,5.3,3.9,4,2.6,4.4,,tag19cm W,,,,,,,,,10.01,,
3734,10.02,3,2,0.8,5.3,3.3,4.2,2.2,4.8,,"tag 20cm WNW, S of 10.01",,,,,,,,,10.02,,
268,69,3,2,0.99,5.5,6,7.2,4.2,7.8,,tag 8cm W,,,,,,,,,69,0,0
269,125,3,2,0.31,5.9,4.5,6.6,5.1,6.6,,"by 618, tag 10cm WSW",,,,,,,,,125,0,0
3736,125.01,3,2,0.31,5.9,3.3,2.8,3.5,3.8,,"tag 10cm WNW, S of 125",,,,,,,,,125.01,,
3853,125.02,3,2,0.31,5.9,2,1.2,1.4,1.5,,tag 12 cm W of plant,,,,,,,,,125.02,,
322,618,3,2,0.5,6.03,1.5,1,0,0,,tag 10cm W  ,,,,,,,,,618,0,0
3735,618.01,3,2,0.5,6.03,1.2,1.6,0,0,,tag 12cm SSW,,,,,,,,,618.01,,
270,72,3,2,0.79,6.29,5.6,8.2,5.1,8.6,,tag 7 W,,,,,,,,,72,0,0
3059,72.01,3,2,0.79,6.29,2.1,1.6,1.9,1.9,,tag 11 WSW,,,,,,,,,72.01,,
3365,72.02,3,2,0.79,6.29,1.5,2.3,2,2.8,,tag 12 WSW,,,,,,,,,72.02,,
3366,72.03,3,2,0.79,6.29,,,,,,tag 14.5 SW,,,,,,,,,72.03,,
3542,72.04,3,2,0.79,6.29,1.8,1.8,1.4,2.3,,tag 7cm NW,,,,,,,,,72.04,,
3543,72.05,3,2,0.79,6.29,2.5,2.7,1.6,3.1,,"separate, tag 14cm SW",,,,,,,,,72.05,,
3541,72.06,3,2,0.79,6.29,0,0,0,0,,"2cm ENE of 72.01, tag 10cm WSW",,,,,,,,,72.06,,
351,275,3,2,0.62,6.8,4.6,7.4,4.6,6.8,,"tag 10cm W, tag 11 W",,,,,,,,,275,0,0
3544,275.01,3,2,0.62,6.8,1.4,1.6,1.1,2.1,,touching 275 N tag 11 WSW,,,,,,,,,275.01,,
350,393,3,2,0.84,7.05,2.7,6.3,3.8,7.3,,tag 14cm S,,,,,,,,,393,0,0
3063,95000,3,2,0.44,7.4,3.3,5.4,4,6,,(tag 37 N #160) tag 10 N new #95 (second 95 in transect),,,,,,,,,95000,,
271,160,3,2,0.1,7.69,3.4,6.3,2.1,5.1,,"E, tag 10cm W",,,,,,,,,160,0,0
397,160.01,3,2,0.1,7.69,,,,,,"west of primary, tag 8cm SW",,,,,,,,,160.01,0,0
380,961,3,2,0.67,7.78,6.3,8,6.5,8.5,,tag 12cm NW,,,,,,,,,961,0,0
381,961.01,3,2,0.67,7.78,2.2,3.8,3,4.3,,"smaller, tag 12cm WSW",,,,,,,,,961.01,0,0
3551,961.02,3,2,0.67,7.78,1.1,1.7,0.6,1.9,,tag 26cm WNW,,,,,,,,,961.02,,
3737,961.03,3,2,0.67,7.78,1.5,1.7,1.3,1.8,,tag 12cm NNE,,,,,,,,,961.03,,
346,350,3,2,1.06,7.85,5.7,7.8,4.5,7.2,,tag 11cm W,,,,,,,,,350,0,0
3064,350.01,3,2,1.06,7.85,1.7,2.2,1.3,2.2,,tag 13.5 NW,,,,,,,,,350.01,,
3065,350.02,3,2,1.06,7.85,1.6,2.2,2,1.5,,tag 13.5 W,,,,,,,,,350.02,,
3552,350.03,3,2,1.06,7.85,,,,,,tag 26cm WNW,,,,,,,,,350.03,,
3553,350.04,3,2,1.06,7.85,1.1,1.1,1.2,1.2,,1cm E of 350.02,,,,,,,,,350.04,,
3554,350.05,3,2,1.06,7.85,,,,,,5cm S of 350.03,,,,,,,,,350.05,,
3555,350.06,3,2,1.06,7.85,,,,,,"2cm W of 350.04, further from main than 350.06",,,,,,,,,350.06,,
3556,350.07,3,2,1.06,7.85,0,0,1.1,1.2,,"tag 13cm NW, closer to main than 350.05",,,,,,,,,350.07,,
3854,350.08,3,2,1.06,7.85,1.4,1.8,1.5,2.2,,tag 20 N,,,,,,,,,350.08,,
3855,350.09,3,2,1.06,7.85,1.4,1.8,1,1.6,,tag 19 WSW,,,,,,,,,350.09,,
3856,350.1,3,2,1.06,7.85,1.1,0.8,0.7,0.6,,"tag 16 cm WNW, near 350.02",,,,,,,,,350.1,,
272,77,3,2,0.49,8.15,2.9,5.5,0,0,,tag 11cm W,,,,,,,,,77,0,0
3545,77.01,3,2,0.49,8.15,1.7,1.5,1.3,2,,tag 16cm W,,,,,,,,,77.01,,
3546,77.02,3,2,0.49,8.15,2,2.2,1.4,2.8,,"tag 16cm W, 2 cm S of 77.01",,,,,,,,,77.02,,
3998,77.03,3,2,0.49,8.15,,,2.6,3.6,8,N most bud,growth bud off 77,,,,,,,,77.03,,
3999,77.04,3,2,0.49,8.15,,,1.7,2.6,,E most bud,growth bud off 77,,,,,,,,77.04,,
4000,77.05,3,2,0.49,8.15,,,1.9,2.9,,S most bud,growth bud off 77,,,,,,,,77.05,,
4001,77.06,3,2,0.49,8.15,,,2.4,2.8,,W most bud,growth bud off 77,,,,,,,,77.06,,
4002,77.07,3,2,0.49,8.15,,,1.2,0.8,,"furthest N small one, tag 14.5 W",,,,,,,,,77.07,,
4003,77.08,3,2,0.49,8.15,,,0.9,0.7,,1cm o SE from 77.07,,,,,,,,,77.08,,
4004,77.09,3,2,0.49,8.15,,,0.3,1,,E of 77.02,,,,,,,,,77.09,,
4005,77.1,3,2,0.49,8.15,,,1,0.5,,Directly W of 77.02,,,,,,,,,77.1,,
4006,77.11,3,2,0.49,8.15,,,1.2,0.8,,"S 1cm of 77.02, tag 14.5 WNW",,,,,,,,,77.11,,
4007,77.12,3,2,0.49,8.15,,,1.4,0.6,,Tag 15.5cm WNW,,,,,,,,,77.12,,
4008,77.13,3,2,0.49,8.15,,,0.7,0.7,,Tag 16cm WNW,,,,,,,,,77.13,,
4009,77.14,3,2,0.49,8.15,,,1.4,1.3,,Tag 14cm WNW,,,,,,,,,77.14,,
